id,species,forme,type1,type2,hp,attack,defense,spattack,spdefense,speed,dex1,dex2,pre-evolution
1031,Silvally,Silvally (Type: Ground),Ground,,95,95,95,95,95,95,It destroyed its own control mask. It has become capable of changing its type by equipping special memories.,"Upon awakening, its RKS System is activated. By employing specific memories, this Pokémon can adapt its type to confound its enemies.",Type: Null
1032,Silvally,Silvally (Type: Rock),Rock,,95,95,95,95,95,95,It destroyed its own control mask. It has become capable of changing its type by equipping special memories.,"Upon awakening, its RKS System is activated. By employing specific memories, this Pokémon can adapt its type to confound its enemies.",Type: Null
1033,Silvally,Silvally (Type: Bug),Bug,,95,95,95,95,95,95,It destroyed its own control mask. It has become capable of changing its type by equipping special memories.,"Upon awakening, its RKS System is activated. By employing specific memories, this Pokémon can adapt its type to confound its enemies.",Type: Null
1034,Silvally,Silvally (Type: Ghost),Ghost,,95,95,95,95,95,95,It destroyed its own control mask. It has become capable of changing its type by equipping special memories.,"Upon awakening, its RKS System is activated. By employing specific memories, this Pokémon can adapt its type to confound its enemies.",Type: Null
1035,Silvally,Silvally (Type: Steel),Steel,,95,95,95,95,95,95,It destroyed its own control mask. It has become capable of changing its type by equipping special memories.,"Upon awakening, its RKS System is activated. By employing specific memories, this Pokémon can adapt its type to confound its enemies.",Type: Null
1036,Silvally,Silvally (Type: Fire),Fire,,95,95,95,95,95,95,It destroyed its own control mask. It has become capable of changing its type by equipping special memories.,"Upon awakening, its RKS System is activated. By employing specific memories, this Pokémon can adapt its type to confound its enemies.",Type: Null
1037,Silvally,Silvally (Type: Water),Water,,95,95,95,95,95,95,It destroyed its own control mask. It has become capable of changing its type by equipping special memories.,"Upon awakening, its RKS System is activated. By employing specific memories, this Pokémon can adapt its type to confound its enemies.",Type: Null
1038,Silvally,Silvally (Type: Grass),Grass,,95,95,95,95,95,95,It destroyed its own control mask. It has become capable of changing its type by equipping special memories.,"Upon awakening, its RKS System is activated. By employing specific memories, this Pokémon can adapt its type to confound its enemies.",Type: Null
1039,Silvally,Silvally (Type: Electric),Electric,,95,95,95,95,95,95,It destroyed its own control mask. It has become capable of changing its type by equipping special memories.,"Upon awakening, its RKS System is activated. By employing specific memories, this Pokémon can adapt its type to confound its enemies.",Type: Null
1040,Silvally,Silvally (Type: Psychic),Psychic,,95,95,95,95,95,95,It destroyed its own control mask. It has become capable of changing its type by equipping special memories.,"Upon awakening, its RKS System is activated. By employing specific memories, this Pokémon can adapt its type to confound its enemies.",Type: Null
1041,Silvally,Silvally (Type: Ice),Ice,,95,95,95,95,95,95,It destroyed its own control mask. It has become capable of changing its type by equipping special memories.,"Upon awakening, its RKS System is activated. By employing specific memories, this Pokémon can adapt its type to confound its enemies.",Type: Null
1042,Silvally,Silvally (Type: Dragon),Dragon,,95,95,95,95,95,95,It destroyed its own control mask. It has become capable of changing its type by equipping special memories.,"Upon awakening, its RKS System is activated. By employing specific memories, this Pokémon can adapt its type to confound its enemies.",Type: Null
1043,Silvally,Silvally (Type: Dark),Dark,,95,95,95,95,95,95,It destroyed its own control mask. It has become capable of changing its type by equipping special memories.,"Upon awakening, its RKS System is activated. By employing specific memories, this Pokémon can adapt its type to confound its enemies.",Type: Null
1044,Silvally,Silvally (Type: Fairy),Fairy,,95,95,95,95,95,95,It destroyed its own control mask. It has become capable of changing its type by equipping special memories.,"Upon awakening, its RKS System is activated. By employing specific memories, this Pokémon can adapt its type to confound its enemies.",Type: Null
1045,Minior,Minior (Meteor Form),Rock,Flying,60,60,100,60,100,60,,,
1046,Minior,Minior (Meteor Form),Rock,Flying,60,60,100,60,100,60,,,
1047,Minior,Minior (Meteor Form),Rock,Flying,60,60,100,60,100,60,,,
1048,Minior,Minior (Meteor Form),Rock,Flying,60,60,100,60,100,60,,,
1049,Minior,Minior (Meteor Form),Rock,Flying,60,60,100,60,100,60,,,
1050,Minior,Minior (Meteor Form),Rock,Flying,60,60,100,60,100,60,,,
1051,Minior,Minior (Red Core),Rock,Flying,60,100,60,100,60,120,It eats dust in the atmosphere. The composition of the dust determines the color of its core.,"If its core stays exposed, it will soon die off. It’s possible that it may survive if it’s put into a Poké Ball quickly enough.",
1052,Minior,Minior (Orange Core),Rock,Flying,60,100,60,100,60,120,It eats dust in the atmosphere. The composition of the dust determines the color of its core.,"If its core stays exposed, it will soon die off. It’s possible that it may survive if it’s put into a Poké Ball quickly enough.",
1053,Minior,Minior (Yellow Core),Rock,Flying,60,100,60,100,60,120,It eats dust in the atmosphere. The composition of the dust determines the color of its core.,"If its core stays exposed, it will soon die off. It’s possible that it may survive if it’s put into a Poké Ball quickly enough.",
1054,Minior,Minior (Green Core),Rock,Flying,60,100,60,100,60,120,It eats dust in the atmosphere. The composition of the dust determines the color of its core.,"If its core stays exposed, it will soon die off. It’s possible that it may survive if it’s put into a Poké Ball quickly enough.",
1055,Minior,Minior (Blue Core),Rock,Flying,60,100,60,100,60,120,It eats dust in the atmosphere. The composition of the dust determines the color of its core.,"If its core stays exposed, it will soon die off. It’s possible that it may survive if it’s put into a Poké Ball quickly enough.",
1056,Minior,Minior (Indigo Core),Rock,Flying,60,100,60,100,60,120,It eats dust in the atmosphere. The composition of the dust determines the color of its core.,"If its core stays exposed, it will soon die off. It’s possible that it may survive if it’s put into a Poké Ball quickly enough.",
1057,Minior,Minior (Violet Core),Rock,Flying,60,100,60,100,60,120,It eats dust in the atmosphere. The composition of the dust determines the color of its core.,"If its core stays exposed, it will soon die off. It’s possible that it may survive if it’s put into a Poké Ball quickly enough.",
1058,Mimikyu,Mimikyu (Busted Form),Ghost,Fairy,60,100,60,100,60,120,"After going to all the effort of disguising itself, its neck was broken. Whatever is inside is probably unharmed, but it’s still feeling sad.","If its neck is broken or its rag torn during an attack, it works through the night to patch it.",
1059,Mimikyu,Mimikyu (2),Ghost,Fairy,60,100,60,100,60,120,,,
1060,Mimikyu,Mimikyu (3),Ghost,Fairy,60,100,60,100,60,120,,,
1061,Kommo-o,Kommo-o (1),Dragon,Fighting,75,110,125,100,105,85,,,
1062,Magearna,Magearna (Original Color),Steel,Fairy,80,95,115,130,115,65,This beautiful form reflects Magearna’s appearance when first presented to a king’s daughter 500 years ago.,This gorgeous Magearna looks as it did at the time of its invention. Its luxurious decoration pleased the king’s daughter.,
